index,indeks,Price [PLN/MWh],Volume [MWh]
2021-12-19,TGeOffpeak,250.18,46768.1
2021-12-19,TGe24,351.89,72660.6
2021-12-19,TGe15,428.77,41118.5
2021-12-19,TGe9,223.75,31542.1
2021-12-20,TGeBase,737.79,85161.3
2021-12-20,TGePeak,874.15,42047.7
2021-12-20,TGeOffpeak,512.45,42753.6
2021-12-20,TGe24,731.29,65146.2
2021-12-20,TGe15,875.96,36629.3
2021-12-20,TGe9,490.17,28516.9
2021-12-21,TGeBase,1436.71,96722.9
2021-12-21,TGePeak,1747.73,56992.7
2021-12-21,TGeOffpeak,917.66,39058.2
2021-12-21,TGe24,1394.21,71278.4
2021-12-21,TGe15,1711.76,48614.2
2021-12-21,TGe9,864.95,22664.2
2021-12-22,TGeBase,1641.9,106960.5
2021-12-22,TGePeak,2036.21,61921.3
2021-12-22,TGeOffpeak,987.92,44055.2
2021-12-22,TGe24,1637.89,83094.0
2021-12-22,TGe15,2048.03,53816.1
2021-12-22,TGe9,954.32,29277.9
2021-12-23,TGeBase,1015.93,82434.8
2021-12-23,TGePeak,1124.74,43343.7
2021-12-23,TGeOffpeak,837.71,38443.1
2021-12-23,TGe24,1011.89,60033.9
2021-12-23,TGe15,1125.61,38482.2
2021-12-23,TGe9,822.38,21551.7
2021-12-24,TGeBase,505.46,120616.9
2021-12-24,TGePeak,547.03,79145.8
2021-12-24,TGeOffpeak,419.03,35783.1
2021-12-24,TGe24,437.65,67838.1
2021-12-24,TGe15,462.71,47005.5
2021-12-24,TGe9,395.89,20832.6
2021-12-25,TGeBase,460.7,120013.1
2021-12-25,TGePeak,525.67,67420.2
2021-12-25,TGeOffpeak,356.93,49928.9
2021-12-25,TGe24,387.25,63868.5
2021-12-25,TGe15,427.33,33946.5
2021-12-25,TGe9,320.46,29922.0
2021-12-26,TGeBase,637.03,127708.5
2021-12-26,TGePeak,760.4,71932.2
2021-12-26,TGeOffpeak,435.18,54288.3
2021-12-26,TGe24,563.06,63556.6
2021-12-26,TGe15,657.18,35968.7
2021-12-26,TGe9,406.2,27587.9
2021-12-27,TGeBase,513.16,80351.6
2021-12-27,TGePeak,556.19,44776.1
2021-12-27,TGeOffpeak,441.76,35095.5
2021-12-27,TGe24,514.64,52318.3
2021-12-27,TGe15,551.78,30316.5
2021-12-27,TGe9,452.74,22001.8
2021-12-28,TGeBase,436.54,85841.4
2021-12-28,TGePeak,477.73,49315.4
2021-12-28,TGeOffpeak,368.49,35326.0
2021-12-28,TGe24,413.79,58307.3
2021-12-28,TGe15,453.17,35200.4
2021-12-28,TGe9,348.16,23106.9
2021-12-29,TGeBase,678.04,74934.8
2021-12-29,TGePeak,805.33,37929.0
2021-12-29,TGeOffpeak,467.78,36093.8
2021-12-29,TGe24,676.54,52334.5
2021-12-29,TGe15,809.99,31850.1
2021-12-29,TGe9,454.12,20484.4
2021-12-30,TGeBase,521.7,68505.9
2021-12-30,TGePeak,580.19,40894.8
2021-12-30,TGeOffpeak,435.25,21587.1
2021-12-30,TGe24,510.21,48091.6
2021-12-30,TGe15,554.28,30612.8
2021-12-30,TGe9,436.75,17478.8
2021-12-31,TGeBase,337.37,103103.9
2021-12-31,TGePeak,387.54,64606.2
2021-12-31,TGeOffpeak,254.94,36073.7
2021-12-31,TGe24,326.22,79667.9
2021-12-31,TGe15,375.56,52078.8
2021-12-31,TGe9,243.99,27589.1
2022-01-01,TGeBase,372.32,94898.7
2022-01-01,TGePeak,449.17,53552.2
2022-01-01,TGeOffpeak,246.64,39594.5
2022-01-01,TGe24,368.92,68364.2
2022-01-01,TGe15,444.09,38925.3
2022-01-01,TGe9,243.64,29438.9
2022-01-02,TGeBase,362.38,81233.3
2022-01-02,TGePeak,404.15,45132.0
2022-01-02,TGeOffpeak,294.59,34541.3
2022-01-02,TGe24,366.2,65370.1
2022-01-02,TGe15,409.1,36555.7
2022-01-02,TGe9,294.69,28814.4
2022-01-03,TGeBase,419.05,79586.0
2022-01-03,TGePeak,508.09,41267.6
2022-01-03,TGeOffpeak,272.51,37070.4
2022-01-03,TGe24,419.76,66616.2
2022-01-03,TGe15,506.46,35228.7
2022-01-03,TGe9,275.25,31387.5
2022-01-04,TGeBase,734.85,86040.1
2022-01-04,TGePeak,895.3,52700.3
2022-01-04,TGeOffpeak,469.07,32619.8
2022-01-04,TGe24,753.48,64486.3
2022-01-04,TGe15,930.95,39945.4
2022-01-04,TGe9,457.7,24540.9
2022-01-05,TGeBase,525.46,82178.5
2022-01-05,TGePeak,562.2,51663.3
2022-01-05,TGeOffpeak,461.38,28379.2
2022-01-05,TGe24,517.81,56329.2
2022-01-05,TGe15,553.68,35590.9
2022-01-05,TGe9,458.02,20738.3
2022-01-06,TGeBase,650.69,117616.7
2022-01-06,TGePeak,765.02,72350.6
2022-01-06,TGeOffpeak,469.4,41234.1
2022-01-06,TGe24,639.47,63421.6
2022-01-06,TGe15,739.74,41364.6
2022-01-06,TGe9,472.34,22057.0
2022-01-07,TGeBase,608.24,74970.3
2022-01-07,TGePeak,650.81,38875.5
2022-01-07,TGeOffpeak,537.34,34150.8
2022-01-07,TGe24,607.47,51970.1
2022-01-07,TGe15,659.27,31127.7
2022-01-07,TGe9,521.13,20842.4
2022-01-08,TGeBase,779.33,99464.6
2022-01-08,TGePeak,863.46,61879.6
2022-01-08,TGeOffpeak,639.74,36745.0
2022-01-08,TGe24,774.82,66570.1
2022-01-08,TGe15,864.04,46743.0
2022-01-08,TGe9,626.12,19827.1
2022-01-09,TGeBase,604.82,68725.5
2022-01-09,TGePeak,697.72,43582.1
2022-01-09,TGeOffpeak,450.27,23895.4
2022-01-09,TGe24,601.57,54946.1
2022-01-09,TGe15,694.6,35710.5
2022-01-09,TGe9,446.5,19235.6
2022-01-10,TGeBase,1154.55,93201.6
2022-01-10,TGePeak,1366.97,55283.9
2022-01-10,TGeOffpeak,800.83,37725.7
2022-01-10,TGe24,1169.83,74328.9
2022-01-10,TGe15,1375.87,47434.0
2022-01-10,TGe9,826.44,26894.9
2022-01-11,TGeBase,1233.01,100794.7
2022-01-11,TGePeak,1425.72,64448.0
2022-01-11,TGeOffpeak,912.1,36154.7
2022-01-11,TGe24,1253.32,78394.7
2022-01-11,TGe15,1470.17,52117.8
2022-01-11,TGe9,891.9,26276.9
2022-01-12,TGeBase,1055.11,92879.8
2022-01-12,TGePeak,1184.86,56177.5
2022-01-12,TGeOffpeak,838.75,35574.3
2022-01-12,TGe24,1061.11,75333.1
2022-01-12,TGe15,1196.53,47949.2
2022-01-12,TGe9,835.41,27383.9
2022-01-13,TGeBase,531.13,105117.0
2022-01-13,TGePeak,569.08,60387.0
2022-01-13,TGeOffpeak,466.07,43026.0
2022-01-13,TGe24,527.28,72444.8
2022-01-13,TGe15,565.88,44574.0
2022-01-13,TGe9,462.94,27870.8
2022-01-14,TGeBase,498.38,94716.8
2022-01-14,TGePeak,537.79,52747.8
2022-01-14,TGeOffpeak,432.45,41345.0
2022-01-14,TGe24,498.27,75677.2
2022-01-14,TGe15,535.53,44356.4
2022-01-14,TGe9,436.15,31320.8
2022-01-15,TGeBase,864.49,94237.6
2022-01-15,TGePeak,1063.3,60762.2
2022-01-15,TGeOffpeak,526.96,32155.4
2022-01-15,TGe24,877.08,74768.2
2022-01-15,TGe15,1080.64,52305.2
2022-01-15,TGe9,537.82,22463.0
2022-01-16,TGeBase,447.19,73121.1
2022-01-16,TGePeak,472.0,44755.6
2022-01-16,TGeOffpeak,405.91,28005.5
2022-01-16,TGe24,440.43,57473.5
2022-01-16,TGe15,462.59,35936.6
2022-01-16,TGe9,403.49,21536.9
2022-01-17,TGeBase,451.86,107045.7
2022-01-17,TGePeak,542.21,61150.8
2022-01-17,TGeOffpeak,301.41,45678.9
2022-01-17,TGe24,455.09,82002.5
2022-01-17,TGe15,547.12,46256.9
2022-01-17,TGe9,301.7,35745.6
2022-01-18,TGeBase,836.44,87595.4
2022-01-18,TGePeak,1029.92,49855.2
2022-01-18,TGeOffpeak,512.64,36492.2
2022-01-18,TGe24,841.23,66671.9
2022-01-18,TGe15,1042.27,40395.5
2022-01-18,TGe9,506.16,26276.4
2022-01-19,TGeBase,567.62,84741.3
2022-01-19,TGePeak,620.02,44711.4
2022-01-19,TGeOffpeak,479.24,39453.9
2022-01-19,TGe24,562.18,64030.2
2022-01-19,TGe15,614.55,37806.4
2022-01-19,TGe9,474.9,26223.8
2022-01-20,TGeBase,455.24,109997.4
2022-01-20,TGePeak,509.47,65899.7
2022-01-20,TGeOffpeak,364.83,42729.7
2022-01-20,TGe24,445.76,85395.2
2022-01-20,TGe15,498.23,52154.6
2022-01-20,TGe9,358.31,33240.6
2022-01-21,TGeBase,473.3,97588.6
2022-01-21,TGePeak,514.81,52387.1
2022-01-21,TGeOffpeak,403.81,42321.5
2022-01-21,TGe24,468.66,76282.8
2022-01-21,TGe15,512.6,45190.0
2022-01-21,TGe9,395.42,31092.8
2022-01-22,TGeBase,729.19,102969.4
2022-01-22,TGePeak,838.6,59766.5
2022-01-22,TGeOffpeak,546.52,41762.9
2022-01-22,TGe24,721.02,73984.4
2022-01-22,TGe15,841.84,50741.2
2022-01-22,TGe9,519.63,23243.2
2022-01-23,TGeBase,714.54,80024.0
2022-01-23,TGePeak,843.15,53861.1
2022-01-23,TGeOffpeak,498.29,24626.9
2022-01-23,TGe24,711.41,61458.8
2022-01-23,TGe15,841.15,43040.4
2022-01-23,TGe9,495.19,18418.4
2022-01-24,TGeBase,884.65,81368.1
2022-01-24,TGePeak,1016.84,52925.0
2022-01-24,TGeOffpeak,661.52,28107.1
2022-01-24,TGe24,878.34,67227.0
2022-01-24,TGe15,1008.85,45183.3
2022-01-24,TGe9,660.82,22043.7
2022-01-25,TGeBase,830.87,97024.2
2022-01-25,TGePeak,927.36,54332.4
2022-01-25,TGeOffpeak,669.0,42427.8
2022-01-25,TGe24,823.43,73852.1
2022-01-25,TGe15,921.64,44793.5
2022-01-25,TGe9,659.73,29058.6
2022-01-26,TGeBase,763.74,85501.6
2022-01-26,TGePeak,813.65,46901.9
2022-01-26,TGeOffpeak,683.26,37399.7
2022-01-26,TGe24,753.81,66405.6
2022-01-26,TGe15,807.92,40518.6
2022-01-26,TGe9,663.62,25887.0
2022-01-27,TGeBase,503.25,98192.4
2022-01-27,TGePeak,536.08,54561.6
2022-01-27,TGeOffpeak,451.82,39094.8
2022-01-27,TGe24,501.27,72091.0
2022-01-27,TGe15,537.15,44214.2
2022-01-27,TGe9,441.47,27876.8
2022-01-28,TGeBase,506.16,96353.6
2022-01-28,TGePeak,551.89,50764.4
2022-01-28,TGeOffpeak,429.53,41869.2
2022-01-28,TGe24,503.15,73742.8
2022-01-28,TGe15,552.7,42806.8
2022-01-28,TGe9,420.57,30936.0
2022-01-29,TGeBase,525.08,83215.8
2022-01-29,TGePeak,553.25,55748.9
2022-01-29,TGeOffpeak,479.25,26938.9
2022-01-29,TGe24,515.28,67779.5
2022-01-29,TGe15,541.08,46866.0
2022-01-29,TGe9,472.29,20913.5
2022-01-30,TGeBase,355.8,126144.4
2022-01-30,TGePeak,423.34,71841.8
2022-01-30,TGeOffpeak,242.8,53294.6
2022-01-30,TGe24,360.25,86910.1
2022-01-30,TGe15,429.93,49132.2
2022-01-30,TGe9,244.11,37777.9
2022-01-31,TGeBase,939.96,108936.5
2022-01-31,TGePeak,1173.36,67957.7
2022-01-31,TGeOffpeak,551.4,40834.8
2022-01-31,TGe24,955.85,76487.0
2022-01-31,TGe15,1202.86,46448.4
2022-01-31,TGe9,544.18,30038.6
2022-02-01,TGeBase,704.29,81896.6
2022-02-01,TGePeak,739.07,47193.9
2022-02-01,TGeOffpeak,645.23,33238.7
2022-02-01,TGe24,702.26,67990.1
2022-02-01,TGe15,740.22,42290.7
2022-02-01,TGe9,638.99,25699.4
2022-02-02,TGeBase,645.92,90825.7
2022-02-02,TGePeak,713.07,48165.5
2022-02-02,TGeOffpeak,532.52,38244.2
2022-02-02,TGe24,641.28,67767.6
2022-02-02,TGe15,713.68,41163.5
2022-02-02,TGe9,520.61,26604.1
2022-02-03,TGeBase,853.58,105702.1
2022-02-03,TGePeak,961.56,60272.0
2022-02-03,TGeOffpeak,662.99,38254.1
2022-02-03,TGe24,854.66,79463.8
2022-02-03,TGe15,968.57,51065.3
2022-02-03,TGe9,664.82,28398.5
2022-02-04,TGeBase,691.86,87527.9
2022-02-04,TGePeak,740.75,52621.2
2022-02-04,TGeOffpeak,601.92,27778.7
2022-02-04,TGe24,690.92,68240.8
2022-02-04,TGe15,742.16,45932.0
2022-02-04,TGe9,605.53,22308.8
2022-02-05,TGeBase,691.86,87527.9
2022-02-05,TGePeak,740.75,52621.2
2022-02-05,TGeOffpeak,601.92,27778.7
2022-02-05,TGe24,690.92,68240.8
2022-02-05,TGe15,742.16,45932.0
2022-02-05,TGe9,605.53,22308.8
2022-02-06,TGeBase,386.73,109646.3
2022-02-06,TGePeak,463.47,59888.9
2022-02-06,TGeOffpeak,262.2,47117.4
2022-02-06,TGe24,381.3,90160.4
2022-02-06,TGe15,455.37,51775.9
2022-02-06,TGe9,257.84,38384.5
2022-02-07,TGeBase,490.68,94464.0
2022-02-07,TGePeak,564.72,53552.6
2022-02-07,TGeOffpeak,366.94,37839.4
2022-02-07,TGe24,490.54,78009.3
2022-02-07,TGe15,564.82,46867.9
2022-02-07,TGe9,366.75,31141.4
2022-02-08,TGeBase,490.68,94464.0
2022-02-08,TGePeak,564.72,53552.6
2022-02-08,TGeOffpeak,366.94,37839.4
2022-02-08,TGe24,490.54,78009.3
2022-02-08,TGe15,564.82,46867.9
2022-02-08,TGe9,366.75,31141.4
2022-02-09,TGeBase,579.58,81964.3
2022-02-09,TGePeak,618.27,46485.6
2022-02-09,TGeOffpeak,513.78,32262.7
2022-02-09,TGe24,580.37,60529.5
2022-02-09,TGe15,616.59,36673.3
2022-02-09,TGe9,520.01,23856.2
2022-02-10,TGeBase,643.0,77270.9
2022-02-10,TGePeak,694.93,46303.7
2022-02-10,TGeOffpeak,554.86,29719.2
2022-02-10,TGe24,651.95,60616.4
2022-02-10,TGe15,704.47,38368.1
2022-02-10,TGe9,564.43,22248.3
2022-02-11,TGeBase,622.73,68241.7
2022-02-11,TGePeak,649.47,41370.6
2022-02-11,TGeOffpeak,573.91,24327.1
2022-02-11,TGe24,625.5,53091.7
2022-02-11,TGe15,651.25,33810.5
2022-02-11,TGe9,582.59,19281.2
2022-02-12,TGeBase,622.73,68241.7
2022-02-12,TGePeak,649.47,41370.6
2022-02-12,TGeOffpeak,573.91,24327.1
2022-02-12,TGe24,625.5,53091.7
2022-02-12,TGe15,651.25,33810.5
2022-02-12,TGe9,582.59,19281.2
2022-02-13,TGeBase,377.4,90062.1
2022-02-13,TGePeak,416.36,52137.7
2022-02-13,TGeOffpeak,311.5,35380.4
2022-02-13,TGe24,375.79,68163.3
2022-02-13,TGe15,416.22,40110.9
2022-02-13,TGe9,308.4,28052.4
2022-02-14,TGeBase,451.75,85089.4
2022-02-14,TGePeak,509.56,49249.7
2022-02-14,TGeOffpeak,354.09,34207.7
2022-02-14,TGe24,454.3,67581.3
2022-02-14,TGe15,515.42,39436.9
2022-02-14,TGe9,352.42,28144.4
2022-02-15,TGeBase,451.75,85089.4
2022-02-15,TGePeak,509.56,49249.7
2022-02-15,TGeOffpeak,354.09,34207.7
2022-02-15,TGe24,454.3,67581.3
2022-02-15,TGe15,515.42,39436.9
2022-02-15,TGe9,352.42,28144.4
2022-02-16,TGeBase,446.92,79627.0
2022-02-16,TGePeak,487.14,48760.2
2022-02-16,TGeOffpeak,379.95,29834.8
2022-02-16,TGe24,447.73,64214.8
2022-02-16,TGe15,488.27,41002.0
2022-02-16,TGe9,380.16,23212.8
2022-02-17,TGeBase,387.29,102904.8
2022-02-17,TGePeak,457.96,60377.2
2022-02-17,TGeOffpeak,270.12,40895.6
2022-02-17,TGe24,381.61,82315.3
2022-02-17,TGe15,451.45,50363.0
2022-02-17,TGe9,265.21,31952.3
2022-02-18,TGeBase,428.26,108836.5
2022-02-18,TGePeak,485.6,59869.6
2022-02-18,TGeOffpeak,333.33,45606.9
2022-02-18,TGe24,425.44,80863.7
2022-02-18,TGe15,486.87,48510.4
2022-02-18,TGe9,323.07,32353.3
2022-02-19,TGeBase,360.34,107224.1
2022-02-19,TGePeak,399.52,62582.4
2022-02-19,TGeOffpeak,295.24,43369.7
2022-02-19,TGe24,350.32,81759.6
2022-02-19,TGe15,388.98,48997.6
2022-02-19,TGe9,285.89,32762.0
2022-02-20,TGeBase,397.03,95582.0
2022-02-20,TGePeak,430.01,50478.8
2022-02-20,TGeOffpeak,343.21,43687.2
2022-02-20,TGe24,392.6,68805.7
2022-02-20,TGe15,427.12,38829.4
2022-02-20,TGe9,335.07,29976.3
2022-02-21,TGeBase,399.8,116057.8
2022-02-21,TGePeak,475.88,65657.0
2022-02-21,TGeOffpeak,271.5,46008.8
2022-02-21,TGe24,392.84,82973.6
2022-02-21,TGe15,469.28,49386.4
2022-02-21,TGe9,265.43,33587.2
2022-02-22,TGeBase,503.36,94153.1
2022-02-22,TGePeak,573.91,55956.4
2022-02-22,TGeOffpeak,385.69,37764.7
2022-02-22,TGe24,497.78,63355.9
2022-02-22,TGe15,564.07,36875.1
2022-02-22,TGe9,387.3,26480.8
2022-02-23,TGeBase,505.0,103016.7
2022-02-23,TGePeak,534.97,65428.3
2022-02-23,TGeOffpeak,453.95,34780.4
2022-02-23,TGe24,498.99,69167.9
2022-02-23,TGe15,531.54,45060.1
2022-02-23,TGe9,444.74,24107.8
2022-02-24,TGeBase,491.54,79964.0
2022-02-24,TGePeak,504.72,52421.3
2022-02-24,TGeOffpeak,468.75,25142.7
2022-02-24,TGe24,491.7,58964.3
2022-02-24,TGe15,504.71,39098.1
2022-02-24,TGe9,470.04,19866.2
2022-02-25,TGeBase,477.12,85062.5
2022-02-25,TGePeak,523.3,50280.5
2022-02-25,TGeOffpeak,400.19,34758.0
2022-02-25,TGe24,475.37,69510.1
2022-02-25,TGe15,519.78,41001.3
2022-02-25,TGe9,401.35,28508.8
2022-02-26,TGeBase,669.16,101972.4
2022-02-26,TGePeak,702.43,69250.7
2022-02-26,TGeOffpeak,614.09,29985.7
2022-02-26,TGe24,670.72,75733.9
2022-02-26,TGe15,706.9,56778.1
2022-02-26,TGe9,610.43,18955.8
2022-02-27,TGeBase,536.72,65817.3
2022-02-27,TGePeak,566.75,46899.6
2022-02-27,TGeOffpeak,486.39,18701.7
2022-02-27,TGe24,531.2,48614.3
2022-02-27,TGe15,559.44,34213.4
2022-02-27,TGe9,484.13,14400.9
2022-02-28,TGeBase,680.81,77025.7
2022-02-28,TGePeak,746.84,47471.9
2022-02-28,TGeOffpeak,570.97,25449.8
2022-02-28,TGe24,684.9,59567.9
2022-02-28,TGe15,748.99,38786.9
2022-02-28,TGe9,578.09,20781.0
2022-03-01,TGeBase,710.06,92032.8
2022-03-01,TGePeak,723.97,50106.5
2022-03-01,TGeOffpeak,686.12,37150.3
2022-03-01,TGe24,712.68,68428.6
2022-03-01,TGe15,730.26,40134.3
2022-03-01,TGe9,683.37,28294.3
2022-03-02,TGeBase,728.15,95427.9
2022-03-02,TGePeak,756.81,52970.0
2022-03-02,TGeOffpeak,679.56,35617.9
2022-03-02,TGe24,719.93,71176.7
2022-03-02,TGe15,746.25,41369.4
2022-03-02,TGe9,676.06,29807.3
2022-03-03,TGeBase,714.15,94878.0
2022-03-03,TGePeak,724.22,49954.1
2022-03-03,TGeOffpeak,698.11,41731.9
2022-03-03,TGe24,717.46,75429.4
2022-03-03,TGe15,727.27,42327.9
2022-03-03,TGe9,701.11,33101.5
2022-03-04,TGeBase,740.15,108840.6
2022-03-04,TGePeak,786.52,58436.1
2022-03-04,TGeOffpeak,665.66,44260.5
2022-03-04,TGe24,742.1,85671.4
2022-03-04,TGe15,786.8,51833.2
2022-03-04,TGe9,667.6,33838.2
2022-03-05,TGeBase,785.58,120316.4
2022-03-05,TGePeak,831.79,76440.6
2022-03-05,TGeOffpeak,719.68,35931.8
2022-03-05,TGe24,783.35,92791.4
2022-03-05,TGe15,828.77,67616.7
2022-03-05,TGe9,707.65,25174.7
2022-03-06,TGeBase,660.61,102562.4
2022-03-06,TGePeak,689.31,64248.1
2022-03-06,TGeOffpeak,611.0,35890.3
2022-03-06,TGe24,661.0,75195.2
2022-03-06,TGe15,688.93,50072.4
2022-03-06,TGe9,614.44,25122.8
2022-03-07,TGeBase,662.78,90915.2
2022-03-07,TGePeak,695.29,52925.8
2022-03-07,TGeOffpeak,610.21,32541.4
2022-03-07,TGe24,661.69,69856.6
2022-03-07,TGe15,695.23,44835.1
2022-03-07,TGe9,605.8,25021.5
2022-03-08,TGeBase,893.67,121869.9
2022-03-08,TGePeak,972.25,61270.1
2022-03-08,TGeOffpeak,776.98,54167.8
2022-03-08,TGe24,904.36,88880.2
2022-03-08,TGe15,990.34,51860.7
2022-03-08,TGe9,761.06,37019.5
2022-03-09,TGeBase,841.66,111145.0
2022-03-09,TGePeak,911.67,56738.2
2022-03-09,TGeOffpeak,722.63,53182.8
2022-03-09,TGe24,843.75,87346.1
2022-03-09,TGe15,919.17,49219.3
2022-03-09,TGe9,718.05,38126.8
2022-03-10,TGeBase,672.09,90952.5
2022-03-10,TGePeak,674.73,46968.5
2022-03-10,TGeOffpeak,666.44,42760.0
2022-03-10,TGe24,658.37,67517.6
2022-03-10,TGe15,665.52,36748.2
2022-03-10,TGe9,646.45,30769.4
2022-03-11,TGeBase,584.4,79583.5
2022-03-11,TGePeak,570.52,48773.4
2022-03-11,TGeOffpeak,607.64,30330.1
2022-03-11,TGe24,583.82,64833.2
2022-03-11,TGe15,568.01,39798.6
2022-03-11,TGe9,610.18,25034.6
2022-03-12,TGeBase,608.53,71517.6
2022-03-12,TGePeak,673.97,49698.0
2022-03-12,TGeOffpeak,498.95,21579.6
2022-03-12,TGe24,602.94,60287.9
2022-03-12,TGe15,669.84,44032.4
2022-03-12,TGe9,491.43,16255.5
2022-03-13,TGeBase,465.39,69787.7
2022-03-13,TGePeak,470.82,48923.6
2022-03-13,TGeOffpeak,452.83,19976.1
2022-03-13,TGe24,473.19,52361.6
2022-03-13,TGe15,480.1,37152.2
2022-03-13,TGe9,461.66,15209.4
2022-03-14,TGeBase,699.82,86850.8
2022-03-14,TGePeak,802.3,50261.7
2022-03-14,TGeOffpeak,538.97,33925.1
2022-03-14,TGe24,691.18,60332.2
2022-03-14,TGe15,780.84,36855.4
2022-03-14,TGe9,541.75,23476.8
2022-03-15,TGeBase,892.74,114460.8
2022-03-15,TGePeak,1014.21,54542.6
2022-03-15,TGeOffpeak,708.79,42734.2
2022-03-15,TGe24,894.13,73711.9
2022-03-15,TGe15,1018.67,44537.2
2022-03-15,TGe9,686.56,29174.7
2022-03-16,TGeBase,776.43,110988.8
2022-03-16,TGePeak,819.74,50855.9
2022-03-16,TGeOffpeak,686.37,47364.9
2022-03-16,TGe24,769.21,75434.9
2022-03-16,TGe15,820.24,42445.4
2022-03-16,TGe9,684.17,32989.5
2022-03-17,TGeBase,631.64,97649.7
2022-03-17,TGePeak,644.18,59919.0
2022-03-17,TGeOffpeak,611.97,36242.7
2022-03-17,TGe24,634.93,68979.5
2022-03-17,TGe15,652.11,43129.2
2022-03-17,TGe9,606.3,25850.3
2022-03-18,TGeBase,755.3,90936.1
2022-03-18,TGePeak,792.44,53980.7
2022-03-18,TGeOffpeak,692.46,36211.4
2022-03-18,TGe24,754.09,71971.1
2022-03-18,TGe15,792.7,44135.1
2022-03-18,TGe9,689.74,27836.0
2022-03-19,TGeBase,647.57,85527.3
2022-03-19,TGePeak,627.3,54678.2
2022-03-19,TGeOffpeak,682.46,29433.1
2022-03-19,TGe24,658.5,63801.4
2022-03-19,TGe15,639.67,41792.6
2022-03-19,TGe9,689.89,22008.8
2022-03-20,TGeBase,449.38,74244.7
2022-03-20,TGePeak,456.42,51894.0
2022-03-20,TGeOffpeak,436.52,22014.7
2022-03-20,TGe24,456.8,56141.4
2022-03-20,TGe15,463.46,40601.5
2022-03-20,TGe9,445.69,15539.9
2022-03-21,TGeBase,655.02,76864.0
2022-03-21,TGePeak,672.45,46127.1
2022-03-21,TGeOffpeak,624.72,30256.9
2022-03-21,TGe24,649.2,61234.9
2022-03-21,TGe15,672.19,39664.3
2022-03-21,TGe9,610.87,21570.6
2022-03-22,TGeBase,709.72,92524.6
2022-03-22,TGePeak,715.82,51277.4
2022-03-22,TGeOffpeak,692.29,37407.2
2022-03-22,TGe24,707.23,66960.7
2022-03-22,TGe15,711.72,40078.5
2022-03-22,TGe9,699.75,26882.2
2022-03-23,TGeBase,687.91,94284.1
2022-03-23,TGePeak,668.79,51143.0
2022-03-23,TGeOffpeak,717.7,40453.1
2022-03-23,TGe24,679.37,68350.4
2022-03-23,TGe15,663.39,39545.4
2022-03-23,TGe9,706.01,28805.0
2022-03-24,TGeBase,676.86,102847.7
2022-03-24,TGePeak,654.22,56317.5
2022-03-24,TGeOffpeak,713.35,40074.2
2022-03-24,TGe24,667.33,68498.1
2022-03-24,TGe15,650.12,42602.2
2022-03-24,TGe9,696.0,25895.9
2022-03-25,TGeBase,629.63,92175.6
2022-03-25,TGePeak,581.75,50430.5
2022-03-25,TGeOffpeak,709.6,39561.1
2022-03-25,TGe24,625.1,63938.8
2022-03-25,TGe15,579.09,38241.6
2022-03-25,TGe9,701.78,25697.2
2022-03-26,TGeBase,543.45,103561.3
2022-03-26,TGePeak,575.86,61356.0
2022-03-26,TGeOffpeak,490.74,38701.3
2022-03-26,TGe24,542.28,69063.9
2022-03-26,TGe15,573.14,44858.4
2022-03-26,TGe9,490.86,24205.5
2022-03-27,TGeBase,483.3,71683.2
2022-03-27,TGePeak,479.22,48942.6
2022-03-27,TGeOffpeak,490.57,21636.6
2022-03-27,TGe24,474.55,53001.0
2022-03-27,TGe15,475.05,38213.2
2022-03-27,TGe9,473.61,14787.8
2022-03-28,TGeBase,470.98,119864.0
2022-03-28,TGePeak,460.43,78543.9
2022-03-28,TGeOffpeak,488.49,40960.1
2022-03-28,TGe24,469.47,79258.0
2022-03-28,TGe15,456.26,54613.0
2022-03-28,TGe9,491.5,24645.0
2022-03-29,TGeBase,688.85,82566.5
2022-03-29,TGePeak,700.52,41902.4
2022-03-29,TGeOffpeak,673.53,37136.1
2022-03-29,TGe24,686.36,60042.5
2022-03-29,TGe15,698.11,34552.3
2022-03-29,TGe9,666.79,25490.2
2022-03-30,TGeBase,782.07,97626.6
2022-03-30,TGePeak,788.8,44313.6
2022-03-30,TGeOffpeak,774.75,44625.0
2022-03-30,TGe24,764.11,65424.8
2022-03-30,TGe15,787.61,37359.9
2022-03-30,TGe9,724.96,28064.9
2022-03-31,TGeBase,590.55,90376.9
2022-03-31,TGePeak,540.09,40889.9
2022-03-31,TGeOffpeak,671.73,46439.0
2022-03-31,TGe24,585.17,59493.5
2022-03-31,TGe15,540.62,32155.9
2022-03-31,TGe9,659.43,27337.6
2022-04-01,TGeBase,493.76,115840.0
2022-04-01,TGePeak,480.48,64136.5
2022-04-01,TGeOffpeak,514.81,49999.5
2022-04-01,TGe24,477.37,76618.2
2022-04-01,TGe15,465.12,47155.4
2022-04-01,TGe9,497.78,29462.8
2022-04-02,TGeBase,542.86,139353.8
2022-04-02,TGePeak,576.94,90437.3
2022-04-02,TGeOffpeak,485.76,46660.5
2022-04-02,TGe24,530.2,89351.8
2022-04-02,TGe15,555.57,60551.2
2022-04-02,TGe9,487.92,28800.6
2022-04-03,TGeBase,477.57,92311.7
2022-04-03,TGePeak,487.06,56526.0
2022-04-03,TGeOffpeak,460.39,34465.7
2022-04-03,TGe24,484.5,59521.7
2022-04-03,TGe15,496.37,38906.2
